race_id,venue,date,race_no,bets,invest,actual,payout,hit,return,top_scen,phase1,theo_prob_actual,n_scenarios
8720260220020002,熊本,2026-02-21,2,6,600,2-4-5,28130,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220020003,熊本,2026-02-21,3,6,600,3-8-4,35410,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220020004,熊本,2026-02-21,4,6,600,5-3-4,63550,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220020005,熊本,2026-02-21,5,6,600,7-3-5,2550,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8720260220020006,熊本,2026-02-21,6,6,600,6-4-9,197060,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220020007,熊本,2026-02-21,7,14,1400,5-2-9,5060,False,0,C_slow×A_kamashi×B_maenokori,C_slow,0.0,24
8720260220020008,熊本,2026-02-21,8,6,600,1-9-7,3260,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220020009,熊本,2026-02-21,9,6,600,2-5-7,2770,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,12
8720260220020010,熊本,2026-02-21,10,6,600,7-1-2,19550,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220020011,熊本,2026-02-21,11,14,1400,7-6-1,57660,False,0,C_slow×A_kamashi×B_maenokori,C_slow,0.0,24
8720260220020012,熊本,2026-02-21,12,6,600,7-4-6,189590,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030005,伊東,2026-02-22,5,6,600,5-2-1,1260,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030006,伊東,2026-02-22,6,6,600,1-4-2,4390,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030007,伊東,2026-02-22,7,6,600,1-5-2,1550,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030008,伊東,2026-02-22,8,6,600,4-2-6,1910,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030009,伊東,2026-02-22,9,6,600,4-7-1,2840,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030010,伊東,2026-02-22,10,6,600,2-1-4,7210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
3720260220030012,伊東,2026-02-22,12,6,600,3-7-2,3600,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
6320260221020006,防府,2026-02-22,6,6,600,1-4-3,8390,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221020007,防府,2026-02-22,7,6,600,4-1-3,60090,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221020008,防府,2026-02-22,8,6,600,2-4-7,16110,False,0,B_chaos×B_back×A_bante_diff,B_chaos,0.0,6
6320260221020009,防府,2026-02-22,9,6,600,2-7-1,600,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
6320260221020010,防府,2026-02-22,10,6,600,1-7-3,3420,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221020011,防府,2026-02-22,11,14,1400,5-4-3,22930,True,22930,C_slow×B_back×A_bante_diff,C_slow,0.012,24
6320260221020012,防府,2026-02-22,12,6,600,6-1-5,20910,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8720260220030001,熊本,2026-02-22,1,14,1400,3-4-5,3420,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,24
8720260220030002,熊本,2026-02-22,2,6,600,2-1-4,28810,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030003,熊本,2026-02-22,3,14,1400,1-5-3,3250,True,3250,C_slow×A_kamashi×B_maenokori,C_slow,0.00674,24
8720260220030004,熊本,2026-02-22,4,6,600,2-5-3,25460,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030005,熊本,2026-02-22,5,6,600,3-9-6,6620,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030006,熊本,2026-02-22,6,6,600,2-5-1,3680,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220030007,熊本,2026-02-22,7,6,600,1-9-5,1970,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030008,熊本,2026-02-22,8,6,600,7-3-8,3670,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8720260220030009,熊本,2026-02-22,9,6,600,2-1-9,9480,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030010,熊本,2026-02-22,10,6,600,2-5-7,6600,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8720260220030011,熊本,2026-02-22,11,6,600,3-8-1,7930,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220030012,熊本,2026-02-22,12,6,600,3-1-5,21130,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223010006,豊橋,2026-02-23,6,14,1400,2-7-5,3170,True,3170,C_slow×A_kamashi×A_bante_diff,C_slow,0.07864,12
4520260223010007,豊橋,2026-02-23,7,6,600,3-7-4,6130,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223010008,豊橋,2026-02-23,8,6,600,1-4-7,650,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
4520260223010009,豊橋,2026-02-23,9,6,600,1-4-2,830,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223010010,豊橋,2026-02-23,10,6,600,2-4-6,2940,True,2940,B_chaos×B_back×A_bante_diff,B_chaos,0.30769,6
4520260223010011,豊橋,2026-02-23,11,6,600,4-7-3,8580,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
4520260223010012,豊橋,2026-02-23,12,6,600,3-1-2,9430,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
6320260221030005,防府,2026-02-23,5,6,600,4-2-3,3480,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221030006,防府,2026-02-23,6,6,600,1-3-5,2230,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221030007,防府,2026-02-23,7,14,1400,7-1-4,750,False,0,A_smooth×B_back×B_maenokori,A_smooth,0.0,24
6320260221030008,防府,2026-02-23,8,6,600,7-4-3,2000,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221030009,防府,2026-02-23,9,6,600,1-5-6,47670,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221030010,防府,2026-02-23,10,6,600,1-5-7,28890,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
6320260221030012,防府,2026-02-23,12,14,1400,5-1-4,4490,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,24
8720260220040001,熊本,2026-02-23,1,6,600,7-2-8,6210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040002,熊本,2026-02-23,2,6,600,3-7-4,17640,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040003,熊本,2026-02-23,3,6,600,7-9-3,35260,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040004,熊本,2026-02-23,4,6,600,8-4-9,102650,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040005,熊本,2026-02-23,5,6,600,2-4-3,119120,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040006,熊本,2026-02-23,6,6,600,8-1-4,327530,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
8720260220040007,熊本,2026-02-23,7,6,600,9-5-7,74350,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
8720260220040008,熊本,2026-02-23,8,6,600,9-6-8,85530,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040009,熊本,2026-02-23,9,14,1400,3-6-4,10200,False,0,C_slow×A_kamashi×B_maenokori,C_slow,0.0,24
8720260220040010,熊本,2026-02-23,10,6,600,3-4-9,5240,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040011,熊本,2026-02-23,11,6,600,7-2-5,35210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8720260220040012,熊本,2026-02-23,12,6,600,3-9-7,1940,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223020006,豊橋,2026-02-24,6,2,200,1-2-6,21380,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,18
4520260223020007,豊橋,2026-02-24,7,6,600,2-3-4,11360,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223020008,豊橋,2026-02-24,8,6,600,5-1-7,17670,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
4520260223020009,豊橋,2026-02-24,9,6,600,2-3-5,14030,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223020010,豊橋,2026-02-24,10,6,600,5-3-1,11000,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
4520260223020011,豊橋,2026-02-24,11,6,600,5-6-1,4650,True,4650,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.20011,6
4520260223020012,豊橋,2026-02-24,12,6,600,4-1-7,11570,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
5620260224010008,岸和田,2026-02-24,8,6,600,4-7-3,27160,False,0,A_smooth×A_kamashi×A_bante_diff,A_smooth,0.0,6
5620260224010009,岸和田,2026-02-24,9,6,600,4-6-3,29850,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
5620260224010010,岸和田,2026-02-24,10,6,600,2-4-3,760,False,0,B_chaos×A_kamashi×A_bante_diff,B_chaos,0.0,6
5620260224010011,岸和田,2026-02-24,11,6,600,1-3-2,4340,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
5620260224010012,岸和田,2026-02-24,12,6,600,3-4-7,59210,False,0,C_slow×A_kamashi×A_bante_diff,C_slow,0.0,6
8620260224020001,別府,2026-02-24,1,6,600,3-6-4,20440,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
8620260224020002,別府,2026-02-24,2,6,600,2-6-4,26410,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8620260224020003,別府,2026-02-24,3,6,600,1-7-2,1240,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8620260224020004,別府,2026-02-24,4,6,600,4-2-5,18130,False,0,C_slow×B_back×A_bante_diff,C_slow,0.0,6
8620260224020005,別府,2026-02-24,5,6,600,4-2-5,4900,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
8620260224020006,別府,2026-02-24,6,6,600,7-6-4,350,True,350,A_smooth×B_back×A_bante_diff,A_smooth,0.20011,6
8620260224020007,別府,2026-02-24,7,6,600,3-5-4,2930,False,0,A_smooth×B_back×A_bante_diff,A_smooth,0.0,6
